time_utc,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2019-10-02,3.735,1.668,2.569,11.671,1.924,0.843,0.0,0.385,9.082,3.402,1.958,0.715,3.638,2.907,0.971,1.032,8.263,1.261,0.46,0.219,3.984,2.218,0.618,2.896,0.376,2.218,0.314,0.769,0.308,1.738,0.883,1.406,2.872,2.75,3.061,1.672,4.642,0.483,1.581,0.324,1.032,20.412,0.911,2.353,0.047,1.943,2.589,0.286,0.442
2019-10-03,3.784,1.681,2.666,11.526,1.955,1.143,0.041,0.385,9.19,3.401,2.06,0.697,4.317,3.303,1.207,1.057,8.329,1.578,0.826,0.235,4.388,2.243,1.012,2.932,0.37,2.161,0.316,0.791,0.328,3.159,0.904,1.41,4.484,3.12,3.059,1.645,6.327,0.525,1.605,0.326,1.077,20.563,0.887,2.43,0.055,1.92,2.641,0.323,0.443
2019-10-04,3.683,1.761,2.653,11.425,1.844,1.112,0.059,0.38,9.068,3.338,2.114,0.681,4.676,4.269,1.224,1.942,8.263,1.516,0.965,0.229,4.508,2.255,1.32,2.82,0.36,2.168,0.312,0.787,0.321,3.109,0.914,1.391,4.381,4.661,3.025,1.637,6.424,0.513,1.588,0.322,1.246,20.249,0.839,2.459,0.053,1.917,2.692,0.612,0.427
2019-10-05,3.435,1.67,2.62,10.698,1.774,1.087,0.071,0.366,8.799,3.365,1.95,0.672,4.42,4.107,1.08,1.473,7.795,1.493,1.038,0.217,4.342,2.099,1.189,2.639,0.351,2.502,0.292,0.703,0.303,3.196,0.883,1.359,4.426,4.622,2.911,1.536,6.37,0.492,1.537,0.297,1.345,19.613,0.881,2.498,0.051,1.845,2.572,0.652,0.426
2019-10-06,3.277,1.565,2.63,9.896,1.825,1.03,0.056,0.349,8.843,3.294,1.858,0.651,3.923,3.677,1.124,1.266,7.524,1.426,0.899,0.212,3.857,1.974,1.146,2.547,0.351,2.322,0.284,0.701,0.297,2.933,0.862,1.331,4.088,4.063,2.835,1.459,5.926,0.478,1.527,0.293,1.282,19.296,0.851,2.344,0.048,1.799,2.353,0.593,0.421
2019-10-07,3.535,1.774,2.737,10.453,1.914,0.971,0.042,0.374,9.175,3.473,1.991,0.662,4.357,4.069,1.2,1.542,8.063,1.265,0.818,0.218,4.189,2.109,1.311,2.698,0.353,2.479,0.297,0.737,0.307,2.552,0.932,1.351,3.921,4.499,3.027,1.539,6.066,0.486,1.61,0.306,1.504,19.898,0.876,2.458,0.048,1.84,2.55,0.635,0.426
2019-10-08,3.6,1.857,2.775,10.912,1.834,1.062,0.061,0.38,9.12,3.573,2.02,0.655,4.558,4.287,1.211,1.612,8.219,1.407,0.981,0.223,4.411,2.132,1.353,2.706,0.34,2.599,0.298,0.737,0.315,2.982,0.92,1.385,4.201,4.787,3.083,1.617,6.347,0.503,1.628,0.305,1.574,19.872,0.84,2.564,0.05,1.918,2.603,0.679,0.418
2019-10-09,3.639,1.828,2.652,11.109,1.779,1.1,0.068,0.388,8.899,3.638,2.014,0.715,4.481,4.243,1.175,1.577,8.195,1.476,1.041,0.226,4.432,2.069,1.347,2.77,0.389,2.628,0.306,0.724,0.318,3.168,0.891,1.37,4.379,4.809,3.023,1.701,6.563,0.51,1.605,0.306,1.539,19.836,0.848,2.605,0.051,2.016,2.585,0.666,0.427
2019-10-10,3.695,1.765,2.59,11.582,2.185,1.128,0.068,0.391,9.079,3.69,1.994,0.771,4.352,4.089,1.156,1.476,8.277,1.524,1.044,0.23,4.413,2.121,1.235,2.846,0.418,2.755,0.322,0.767,0.322,3.169,0.933,1.445,4.442,4.721,3.06,1.705,6.587,0.523,1.644,0.328,1.435,20.482,0.998,2.653,0.052,2.024,2.598,0.665,0.479
2019-10-11,3.602,1.865,2.432,11.404,2.312,1.124,0.066,0.384,9.045,3.676,2.14,0.742,4.317,3.989,1.378,1.934,8.224,1.513,1.023,0.226,4.205,2.294,1.45,2.768,0.404,2.68,0.325,0.851,0.318,3.155,1.033,1.446,4.411,4.472,3.209,1.636,6.394,0.517,1.625,0.344,1.416,19.559,0.994,2.606,0.051,1.958,2.597,0.632,0.48
2019-10-12,3.374,1.901,2.475,10.795,1.975,1.033,0.063,0.359,8.713,3.485,2.093,0.69,4.881,4.436,1.295,1.64,7.717,1.41,0.969,0.212,4.394,2.297,1.533,2.563,0.369,2.428,0.311,0.797,0.298,2.896,0.99,1.389,4.081,4.651,3.077,1.52,6.013,0.483,1.537,0.328,1.648,19.221,0.9,2.458,0.046,1.858,2.705,0.631,0.444
2019-10-13,3.257,1.778,2.523,10.233,1.827,1.016,0.063,0.352,8.633,3.373,2.008,0.652,4.519,4.172,1.189,1.592,7.435,1.366,0.963,0.207,4.265,2.195,1.349,2.472,0.356,2.349,0.302,0.76,0.292,2.903,0.916,1.348,4.135,4.752,2.932,1.459,6.087,0.472,1.527,0.317,1.662,18.598,0.847,2.41,0.046,1.799,2.604,0.66,0.423
2019-10-14,3.495,1.839,2.619,11.119,1.869,1.112,0.063,0.376,8.986,3.589,2.134,0.663,4.953,4.464,1.203,1.698,7.986,1.475,0.99,0.223,4.641,2.321,1.397,2.631,0.363,2.505,0.319,0.78,0.314,3.179,0.922,1.37,4.516,5.008,2.997,1.605,6.466,0.507,1.614,0.329,1.723,19.758,0.862,2.539,0.05,1.908,2.801,0.688,0.425
2019-10-15,3.581,1.842,2.619,11.316,1.956,1.133,0.07,0.387,9.02,3.688,2.102,0.676,4.933,4.499,1.162,1.613,8.234,1.527,1.061,0.227,4.753,2.328,1.347,2.72,0.366,2.664,0.322,0.769,0.32,3.324,0.927,1.382,4.621,5.059,3.044,1.63,6.66,0.517,1.633,0.332,1.583,20.26,0.862,2.636,0.053,1.925,2.797,0.681,0.438
2019-10-16,3.603,1.905,2.657,11.102,1.914,1.125,0.07,0.388,8.979,3.672,2.152,0.648,4.894,4.498,1.313,1.672,8.181,1.558,1.059,0.228,4.564,2.312,1.52,2.715,0.339,2.729,0.32,0.807,0.32,3.347,0.94,1.368,4.544,4.981,3.131,1.618,6.647,0.517,1.606,0.331,1.631,19.702,0.834,2.659,0.052,1.881,2.754,0.692,0.424
2019-10-17,3.716,1.961,2.697,11.385,1.842,1.141,0.081,0.397,9.008,4.107,2.161,0.65,5.08,4.685,1.275,1.864,8.211,1.539,1.16,0.23,4.712,2.315,1.559,2.781,0.338,3.056,0.32,0.787,0.324,3.372,0.953,1.393,4.654,5.286,3.141,1.65,6.919,0.522,1.704,0.324,1.93,19.84,0.81,2.815,0.054,1.907,2.797,0.778,0.418
2019-10-18,3.616,1.908,2.495,11.619,1.858,1.141,0.082,0.393,8.855,4.032,2.079,0.696,4.984,4.622,1.177,2.387,8.141,1.565,1.159,0.23,4.768,2.222,1.441,2.705,0.361,2.943,0.31,0.734,0.322,3.398,0.933,1.411,4.672,5.252,3.073,1.638,6.857,0.52,1.686,0.312,1.791,19.599,0.895,2.769,0.054,1.923,2.747,0.757,0.434
2019-10-19,3.388,1.779,2.418,10.985,1.934,1.097,0.077,0.37,8.704,3.741,1.929,0.682,4.456,4.235,1.118,1.606,7.704,1.512,1.091,0.216,4.41,2.02,1.307,2.54,0.355,2.732,0.298,0.705,0.304,3.293,0.954,1.379,4.538,4.833,2.908,1.541,6.454,0.494,1.594,0.301,1.609,19.099,0.878,2.591,0.052,1.877,2.525,0.677,0.433
2019-10-20,3.232,1.659,2.45,10.272,1.905,1.06,0.071,0.358,8.799,3.386,1.87,0.684,4.114,3.905,1.118,1.414,7.472,1.468,1.025,0.214,4.094,2.01,1.224,2.465,0.36,2.492,0.291,0.709,0.299,3.133,0.929,1.357,4.323,4.41,2.848,1.517,6.168,0.484,1.533,0.296,1.456,18.933,0.907,2.466,0.049,1.863,2.39,0.623,0.433
2019-10-21,3.505,1.76,2.498,10.699,2.126,1.097,0.069,0.379,9.103,3.57,1.991,0.695,4.484,4.158,1.193,1.513,8.032,1.505,1.042,0.226,4.308,2.12,1.287,2.661,0.38,2.672,0.305,0.767,0.316,3.108,1.011,1.384,4.361,4.583,2.996,1.582,6.404,0.51,1.622,0.316,1.524,19.894,0.945,2.589,0.05,1.903,2.599,0.64,0.453
2019-10-22,3.568,1.92,2.58,10.892,2.104,1.121,0.067,0.384,9.193,3.631,2.148,0.691,4.849,4.412,1.286,1.581,8.163,1.54,1.035,0.228,4.389,2.308,1.459,2.697,0.365,2.603,0.318,0.799,0.32,3.154,1.0,1.387,4.394,4.526,3.146,1.608,6.429,0.519,1.629,0.331,1.602,19.735,0.912,2.597,0.05,1.883,2.737,0.649,0.451
2019-10-23,3.663,1.905,2.57,10.901,2.006,1.073,0.069,0.385,8.782,4.064,2.16,0.697,4.92,4.563,1.242,1.767,8.151,1.445,1.054,0.225,4.662,2.37,1.442,2.736,0.368,2.815,0.32,0.785,0.315,3.044,0.963,1.379,4.262,5.121,3.097,1.647,6.569,0.506,1.657,0.331,1.823,19.586,0.896,2.66,0.05,1.943,2.8,0.737,0.447
2019-10-24,3.684,1.912,2.559,10.949,2.241,1.142,0.079,0.397,8.963,4.102,2.204,0.726,4.938,4.473,1.327,1.729,8.209,1.548,1.144,0.231,4.587,2.412,1.511,2.76,0.383,2.974,0.323,0.832,0.323,3.4,1.024,1.42,4.623,5.033,3.184,1.636,6.819,0.524,1.699,0.338,1.786,19.793,0.952,2.765,0.053,1.938,2.83,0.728,0.466
2019-10-25,3.562,1.945,2.395,10.811,2.198,1.123,0.075,0.388,9.122,3.798,2.201,0.693,5.061,4.548,1.373,2.249,8.148,1.518,1.1,0.228,4.697,2.374,1.566,2.689,0.359,2.739,0.316,0.827,0.319,3.356,1.085,1.411,4.617,5.016,3.258,1.57,6.656,0.515,1.634,0.33,1.712,19.944,0.93,2.672,0.052,1.883,2.842,0.687,0.453
2019-10-26,3.397,1.84,2.388,10.412,1.895,1.05,0.066,0.364,8.836,3.433,2.066,0.673,4.873,4.319,1.289,1.522,7.691,1.449,0.992,0.215,4.558,2.169,1.472,2.543,0.358,2.475,0.297,0.771,0.3,3.062,0.997,1.363,4.266,4.738,3.055,1.565,6.179,0.485,1.537,0.309,1.488,19.207,0.851,2.455,0.05,1.896,2.676,0.629,0.428
2019-10-27,3.245,1.752,2.44,10.247,2.018,1.04,0.055,0.349,8.78,3.303,1.99,0.712,4.371,3.955,1.252,1.46,7.448,1.474,0.894,0.216,4.048,2.153,1.354,2.455,0.399,2.204,0.303,0.769,0.301,2.814,0.931,1.367,4.032,4.318,2.946,1.536,5.852,0.484,1.517,0.315,1.517,18.753,0.922,2.316,0.051,1.881,2.513,0.6,0.458
2019-10-28,3.507,1.857,2.385,11.543,2.356,1.113,0.07,0.381,9.125,3.693,2.186,0.761,4.849,4.351,1.384,1.67,7.985,1.524,1.049,0.23,4.471,2.394,1.504,2.64,0.419,2.625,0.324,0.847,0.319,3.15,1.015,1.445,4.41,4.903,3.158,1.666,6.464,0.513,1.619,0.34,1.684,19.585,1.031,2.595,0.052,1.987,2.77,0.678,0.485
2019-10-29,3.566,1.93,2.276,12.027,2.429,1.122,0.071,0.386,9.173,3.735,2.272,0.801,5.214,4.54,1.473,1.662,8.159,1.529,1.066,0.229,4.631,2.467,1.633,2.695,0.438,2.683,0.334,0.879,0.321,3.172,1.053,1.453,4.376,4.891,3.303,1.764,6.493,0.518,1.635,0.35,1.627,19.794,1.03,2.645,0.052,2.101,2.911,0.654,0.496
2019-10-30,3.617,1.977,2.203,12.203,2.559,1.093,0.069,0.388,9.052,3.711,2.287,0.823,5.37,4.686,1.464,1.687,8.177,1.482,1.052,0.225,4.856,2.528,1.706,2.728,0.429,2.633,0.334,0.889,0.315,3.151,1.088,1.49,4.331,4.99,3.313,1.748,6.466,0.511,1.608,0.353,1.637,19.934,1.1,2.625,0.049,2.075,2.941,0.659,0.504
2019-10-31,3.653,2.116,2.187,12.262,2.438,1.074,0.06,0.386,9.177,3.7,2.328,0.797,5.455,4.783,1.53,1.76,8.256,1.421,0.976,0.226,4.868,2.558,1.833,2.787,0.404,2.492,0.332,0.9,0.317,3.028,1.141,1.495,4.221,4.855,3.382,1.711,6.322,0.508,1.626,0.352,1.799,20.497,1.063,2.554,0.049,2.044,2.976,0.641,0.485
2019-11-01,3.666,2.065,2.11,13.166,3.194,1.656,0.198,0.527,7.504,4.965,2.842,0.963,8.59,5.891,1.792,2.886,8.347,2.377,1.675,0.244,6.887,3.308,2.15,3.023,0.597,3.424,0.458,1.397,0.255,4.454,1.198,1.62,7.517,7.303,3.663,1.8,7.517,0.566,1.948,0.512,2.936,21.66,1.59,3.422,0.083,2.244,4.026,0.702,0.642
2019-11-02,3.439,1.905,2.198,12.235,3.057,1.682,0.21,0.506,7.215,4.584,2.635,0.911,7.724,5.47,1.673,1.945,7.844,2.564,1.697,0.243,6.419,3.093,1.957,2.837,0.559,3.277,0.44,1.316,0.249,4.599,1.155,1.563,7.712,6.788,3.47,1.664,7.343,0.558,1.856,0.488,2.671,20.722,1.505,3.301,0.087,2.13,3.703,0.648,0.621
2019-11-03,3.292,1.81,2.273,11.432,2.783,1.627,0.205,0.493,7.114,4.409,2.51,0.868,7.519,5.237,1.577,1.863,7.561,2.462,1.655,0.237,6.183,3.007,1.813,2.718,0.545,3.189,0.428,1.258,0.244,4.508,1.099,1.523,7.561,6.64,3.354,1.596,7.185,0.541,1.85,0.469,2.607,20.305,1.43,3.224,0.085,2.073,3.614,0.638,0.592
2019-11-04,3.511,1.903,2.35,12.225,2.942,1.765,0.214,0.529,7.547,4.66,2.659,0.882,7.616,5.413,1.598,1.96,8.096,2.703,1.748,0.256,6.332,3.18,1.837,2.907,0.573,3.459,0.457,1.305,0.262,4.871,1.094,1.545,8.138,6.861,3.473,1.708,7.62,0.587,1.948,0.498,2.692,21.033,1.455,3.426,0.092,2.148,3.741,0.65,0.609
2019-11-05,3.546,1.908,2.381,12.66,2.979,1.725,0.198,0.532,7.718,4.465,2.808,0.89,8.132,5.527,1.672,1.932,8.232,2.597,1.678,0.254,6.711,3.428,1.911,2.946,0.557,3.296,0.478,1.369,0.262,4.841,1.098,1.566,7.884,6.809,3.514,1.762,7.595,0.583,1.909,0.521,2.568,21.107,1.463,3.372,0.088,2.199,4.019,0.646,0.611
2019-11-06,3.571,1.895,2.357,12.727,2.925,1.755,0.21,0.537,7.556,4.48,2.764,0.889,8.124,5.685,1.6,2.005,8.2,2.637,1.741,0.254,6.869,3.433,1.928,2.966,0.593,3.282,0.479,1.366,0.262,4.892,1.087,1.562,8.199,7.23,3.465,1.776,7.776,0.584,1.868,0.522,2.608,21.02,1.44,3.424,0.092,2.186,4.032,0.662,0.615
2019-11-07,3.596,1.954,2.331,12.922,3.114,1.785,0.213,0.543,7.728,4.551,2.924,0.911,8.481,5.707,1.786,1.975,8.257,2.686,1.762,0.262,6.979,3.614,2.088,2.984,0.602,3.415,0.493,1.459,0.267,4.966,1.147,1.587,8.322,7.172,3.623,1.789,7.823,0.591,1.92,0.543,2.568,21.193,1.459,3.468,0.095,2.211,4.198,0.646,0.632
2019-11-08,3.587,2.114,2.311,12.591,2.95,1.842,0.23,0.54,7.626,4.534,2.922,0.891,8.959,6.071,1.835,2.987,8.276,2.844,1.838,0.263,7.244,3.559,2.3,2.988,0.563,3.434,0.477,1.421,0.269,5.086,1.17,1.572,8.623,7.696,3.701,1.745,8.004,0.599,1.914,0.522,2.931,21.584,1.432,3.529,0.1,2.159,4.246,0.726,0.616
2019-11-09,3.45,1.937,2.284,11.901,2.629,1.773,0.239,0.517,7.123,4.674,2.637,0.846,8.056,5.66,1.597,2.061,7.864,2.76,1.844,0.251,6.691,3.124,1.979,2.857,0.519,3.5,0.441,1.269,0.254,5.042,1.11,1.54,8.41,7.214,3.451,1.662,7.689,0.572,1.917,0.479,2.809,20.725,1.361,3.433,0.095,2.108,3.823,0.677,0.58
2019-11-10,3.268,1.775,2.323,11.413,2.53,1.69,0.211,0.496,7.001,4.389,2.52,0.823,7.346,5.188,1.462,1.837,7.544,2.621,1.683,0.243,6.226,3.038,1.66,2.701,0.559,3.242,0.449,1.238,0.248,4.674,1.06,1.512,7.862,6.68,3.275,1.585,7.259,0.555,1.871,0.484,2.541,20.123,1.349,3.24,0.089,2.037,3.591,0.619,0.575
2019-11-11,3.494,1.931,2.342,12.22,3.104,1.736,0.202,0.525,7.358,4.587,2.884,0.887,8.235,5.729,1.795,1.915,8.063,2.678,1.683,0.259,7.1,3.556,2.058,2.889,0.642,3.354,0.493,1.475,0.264,4.801,1.114,1.541,8.165,7.135,3.556,1.706,7.541,0.581,1.926,0.545,2.592,21.091,1.45,3.35,0.096,2.15,4.061,0.619,0.64
2019-11-12,3.662,2.254,2.305,12.602,3.163,1.774,0.213,0.535,7.497,4.766,3.133,0.925,9.628,6.458,2.029,2.293,8.377,2.729,1.751,0.265,7.634,3.77,2.605,3.058,0.583,3.45,0.497,1.562,0.27,4.906,1.239,1.574,8.432,7.967,3.865,1.785,7.903,0.586,1.949,0.555,3.115,22.175,1.513,3.469,0.102,2.225,4.413,0.713,0.63
2019-11-13,3.781,2.212,2.218,12.709,2.893,1.969,0.27,0.558,6.577,5.378,2.995,0.898,9.596,6.616,1.879,2.43,8.418,3.123,2.044,0.274,7.889,3.517,2.47,3.121,0.558,3.999,0.475,1.446,0.277,5.61,1.179,1.568,9.438,8.481,3.778,1.785,8.467,0.621,2.064,0.519,3.385,21.96,1.448,3.791,0.112,2.189,4.335,0.789,0.606
2019-11-14,3.761,2.135,2.273,13.055,3.053,1.936,0.265,0.559,7.319,5.281,2.945,0.907,8.758,6.193,1.813,2.286,8.412,3.065,2.027,0.275,7.333,3.55,2.277,3.105,0.577,3.981,0.481,1.428,0.278,5.503,1.16,1.588,9.107,8.014,3.733,1.782,8.359,0.621,2.08,0.527,3.169,21.885,1.455,3.79,0.107,2.205,4.151,0.745,0.619
2019-11-15,3.633,2.095,2.254,13.056,2.906,1.824,0.241,0.543,7.315,4.912,2.896,0.881,8.836,6.163,1.75,2.958,8.348,2.821,1.894,0.264,7.144,3.387,2.262,3.023,0.558,3.572,0.469,1.386,0.268,5.131,1.168,1.572,8.558,7.833,3.65,1.77,8.021,0.597,1.99,0.509,2.941,21.636,1.398,3.579,0.098,2.181,4.113,0.71,0.608
2019-11-16,3.44,1.953,2.271,12.251,2.641,1.785,0.233,0.514,6.349,4.547,2.654,0.853,8.066,5.768,1.618,2.095,7.887,2.82,1.815,0.256,7.02,3.12,2.029,2.866,0.534,3.377,0.44,1.275,0.258,5.013,1.108,1.545,8.557,7.369,3.455,1.684,7.71,0.575,1.887,0.48,2.826,20.808,1.371,3.398,0.104,2.123,3.798,0.686,0.585
2019-11-17,3.283,1.857,2.268,11.266,2.754,1.766,0.226,0.5,5.344,4.368,2.537,0.843,7.751,5.546,1.539,1.956,7.592,2.751,1.762,0.253,6.694,2.96,1.889,2.736,0.541,3.336,0.429,1.234,0.254,4.835,1.08,1.518,8.298,7.099,3.336,1.588,7.466,0.566,1.895,0.469,2.674,20.341,1.415,3.305,0.098,2.025,3.624,0.655,0.59
2019-11-18,3.521,1.961,2.346,11.932,2.744,1.834,0.228,0.531,6.365,4.611,2.736,0.861,7.999,5.729,1.629,2.026,8.121,2.829,1.815,0.265,6.72,3.232,1.967,2.937,0.545,3.525,0.448,1.304,0.268,5.015,1.114,1.543,8.493,7.182,3.496,1.688,7.774,0.6,1.981,0.489,2.768,21.209,1.437,3.476,0.1,2.114,3.827,0.668,0.59
2019-11-19,3.613,1.941,2.319,12.652,2.795,1.806,0.216,0.537,6.711,4.829,2.754,0.881,8.201,5.78,1.59,2.03,8.285,2.783,1.769,0.262,6.752,3.239,1.912,2.982,0.553,3.563,0.457,1.305,0.267,4.908,1.105,1.571,8.321,7.26,3.512,1.782,7.727,0.597,1.996,0.502,2.712,21.33,1.425,3.507,0.096,2.188,3.939,0.682,0.596
2019-11-20,3.62,1.903,2.197,13.436,2.807,1.825,0.214,0.54,6.234,4.757,2.733,0.907,7.924,5.715,1.556,2.041,8.229,2.803,1.761,0.262,6.747,3.198,1.878,2.981,0.575,3.516,0.459,1.302,0.266,5.006,1.091,1.598,8.452,7.258,3.464,1.841,7.804,0.598,1.941,0.503,2.734,20.961,1.441,3.5,0.096,2.245,3.831,0.682,0.605
2019-11-21,3.643,1.899,2.1,13.953,3.182,1.847,0.226,0.548,6.531,4.818,2.684,0.944,7.719,5.641,1.578,2.026,8.279,2.846,1.83,0.266,6.675,3.289,1.752,3.009,0.608,3.638,0.481,1.337,0.27,5.085,1.156,1.652,8.587,7.217,3.468,1.857,7.891,0.606,1.983,0.519,2.688,21.309,1.533,3.582,0.097,2.261,3.822,0.676,0.646
2019-11-22,3.55,1.945,2.034,13.668,3.209,1.782,0.201,0.533,7.238,4.656,2.893,0.938,8.383,5.694,1.804,2.598,8.216,2.733,1.692,0.26,6.812,3.502,2.087,2.925,0.586,3.416,0.476,1.435,0.265,4.819,1.202,1.64,8.124,7.002,3.653,1.832,7.564,0.589,1.927,0.528,2.494,21.067,1.553,3.413,0.094,2.262,4.089,0.638,0.644
2019-11-23,3.33,1.925,2.037,12.892,2.942,1.756,0.227,0.513,7.086,4.16,2.691,0.905,8.032,5.604,1.71,1.969,7.776,2.756,1.783,0.252,6.686,3.207,1.974,2.784,0.55,3.204,0.443,1.335,0.255,4.888,1.182,1.6,8.244,7.124,3.53,1.734,7.522,0.569,1.804,0.493,2.455,20.72,1.511,3.37,0.097,2.195,3.829,0.656,0.611
2019-11-24,3.293,1.861,2.085,12.002,2.731,1.681,0.198,0.491,7.051,4.339,2.541,0.88,7.464,5.335,1.61,1.901,7.573,2.589,1.618,0.244,6.27,2.984,1.855,2.729,0.543,3.139,0.427,1.266,0.248,4.515,1.143,1.568,7.67,6.762,3.388,1.641,7.127,0.551,1.833,0.471,2.656,20.313,1.484,3.196,0.089,2.096,3.595,0.628,0.591
2019-11-25,3.547,1.929,2.146,12.952,2.972,1.802,0.216,0.53,6.061,4.796,2.686,0.934,7.716,5.558,1.644,2.013,8.118,2.752,1.757,0.258,6.566,3.175,1.856,2.927,0.593,3.533,0.449,1.309,0.264,4.951,1.173,1.599,8.333,7.106,3.513,1.803,7.682,0.591,1.977,0.495,2.778,21.11,1.544,3.459,0.095,2.23,3.76,0.671,0.619
2019-11-26,3.593,1.884,2.04,13.949,3.291,1.784,0.214,0.537,6.183,4.803,2.806,0.988,8.02,5.558,1.735,1.936,8.227,2.736,1.756,0.262,6.656,3.312,1.931,2.96,0.609,3.471,0.468,1.396,0.267,4.926,1.203,1.661,8.242,6.989,3.556,1.908,7.657,0.59,1.971,0.518,2.591,21.094,1.663,3.459,0.093,2.341,3.903,0.647,0.646
2019-11-27,3.524,1.93,1.983,14.118,3.512,1.761,0.204,0.536,7.067,4.425,2.805,0.985,7.575,5.359,1.764,1.858,8.2,2.686,1.71,0.26,6.394,3.368,1.92,2.937,0.616,3.391,0.475,1.447,0.265,4.845,1.247,1.656,8.07,6.731,3.612,1.93,7.573,0.585,1.9,0.525,2.438,21.11,1.66,3.423,0.093,2.347,3.834,0.623,0.661
2019-11-28,3.688,2.074,2.099,14.557,3.345,1.797,0.219,0.544,7.319,4.832,2.947,0.987,8.497,5.912,1.858,2.184,8.313,2.746,1.794,0.265,6.89,3.582,2.218,3.046,0.639,3.564,0.484,1.497,0.269,4.909,1.261,1.678,8.27,7.542,3.686,1.982,7.915,0.595,1.958,0.542,2.97,21.488,1.621,3.548,0.097,2.395,4.065,0.723,0.651
2019-11-29,3.584,2.033,2.015,14.535,3.22,1.872,0.247,0.546,7.248,4.734,2.845,0.988,8.197,5.826,1.774,2.813,8.232,2.915,1.922,0.267,7.0,3.409,2.112,2.95,0.648,3.631,0.47,1.426,0.271,5.227,1.212,1.676,8.765,7.508,3.65,1.95,8.066,0.605,1.983,0.524,2.738,21.184,1.575,3.607,0.102,2.381,3.981,0.711,0.643
2019-11-30,3.334,1.772,1.858,13.882,3.103,1.802,0.227,0.515,7.057,4.279,2.647,0.975,7.64,5.437,1.587,1.909,7.76,2.913,1.785,0.259,6.562,3.154,1.819,2.759,0.619,3.314,0.447,1.327,0.26,5.044,1.231,1.654,8.571,6.906,3.368,1.844,7.602,0.579,1.842,0.499,2.361,20.392,1.611,3.369,0.103,2.309,3.721,0.647,0.636
2019-12-01,3.234,1.94,2.636,12.807,3.34,2.129,0.259,0.494,7.443,4.102,2.594,0.976,7.687,5.383,1.846,1.724,7.755,3.474,1.828,0.29,6.416,3.459,2.184,2.723,0.633,3.188,0.534,1.175,0.363,5.509,1.478,1.904,9.606,7.211,4.024,1.965,8.92,0.54,1.89,0.565,2.313,21.629,1.988,4.156,0.116,2.634,3.704,0.562,0.678
2019-12-02,3.659,2.192,2.863,13.329,3.373,2.184,0.281,0.532,7.587,5.192,2.928,0.968,8.792,6.106,1.982,2.177,8.461,3.458,1.975,0.307,7.062,4.148,2.537,3.042,0.615,3.66,0.566,1.257,0.383,5.675,1.474,1.917,9.717,8.348,4.289,2.062,9.539,0.561,2.093,0.613,3.035,23.051,1.976,4.487,0.116,2.65,4.226,0.678,0.673
2019-12-03,3.759,2.184,2.934,13.611,3.275,2.266,0.307,0.549,4.59,5.483,2.901,0.962,9.052,6.281,1.942,2.191,8.67,3.616,2.101,0.307,7.439,4.025,2.488,3.112,0.593,3.866,0.56,1.218,0.387,6.104,1.444,1.929,10.292,8.583,4.323,2.119,9.924,0.579,2.173,0.6,3.029,23.232,1.94,4.651,0.121,2.669,4.338,0.706,0.666
2019-12-04,3.737,2.115,2.997,13.736,3.278,2.282,0.304,0.548,5.301,5.337,2.853,0.958,8.825,6.213,1.869,2.182,8.583,3.674,2.092,0.305,7.338,3.869,2.359,3.1,0.587,3.776,0.552,1.188,0.386,6.3,1.413,1.924,10.38,8.654,4.251,2.095,9.967,0.577,2.103,0.586,2.969,22.861,1.933,4.664,0.117,2.624,4.265,0.702,0.665
2019-12-05,3.746,2.062,2.984,13.954,3.331,2.291,0.313,0.554,5.883,5.237,2.86,0.978,8.844,6.217,1.818,2.183,8.621,3.685,2.139,0.311,7.416,4.011,2.259,3.109,0.604,3.811,0.566,1.197,0.39,6.166,1.425,1.954,10.302,8.814,4.176,2.093,10.021,0.583,2.108,0.6,2.888,22.931,1.936,4.714,0.116,2.636,4.307,0.713,0.674
2019-12-06,3.642,2.045,2.88,13.636,3.401,2.276,0.304,0.544,6.399,5.052,2.934,0.961,8.694,6.066,1.905,2.749,8.531,3.677,2.088,0.309,7.289,4.157,2.232,3.029,0.601,3.654,0.58,1.242,0.388,6.126,1.45,1.936,10.202,8.489,4.241,2.068,9.882,0.575,2.063,0.612,2.71,22.62,1.933,4.587,0.12,2.617,4.308,0.674,0.679
2019-12-07,3.417,2.031,2.907,12.701,3.133,2.14,0.29,0.514,6.624,4.602,2.766,0.92,8.621,5.975,1.873,1.992,8.076,3.439,1.984,0.293,7.222,3.822,2.36,2.863,0.566,3.408,0.535,1.165,0.365,5.774,1.413,1.886,9.807,8.386,4.145,1.928,9.408,0.54,1.953,0.57,2.587,22.146,1.843,4.343,0.114,2.522,4.149,0.655,0.649
2019-12-08,3.297,1.939,2.96,12.081,2.987,2.211,0.297,0.505,7.177,4.576,2.568,0.88,7.915,5.589,1.74,1.872,7.795,3.582,1.997,0.292,6.585,3.448,2.141,2.749,0.583,3.45,0.541,1.102,0.365,5.932,1.348,1.843,10.014,7.836,3.95,1.866,9.299,0.544,1.998,0.556,2.518,21.679,1.761,4.308,0.115,2.475,3.753,0.63,0.632
