time_utc,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2019-03-10,3.594,1.962,2.042,11.224,2.953,1.62,0.207,0.525,7.475,3.506,2.591,0.725,7.484,5.306,1.714,1.746,7.633,2.978,1.941,0.275,6.327,3.168,2.206,2.438,0.608,3.053,0.502,1.148,0.311,4.777,1.012,1.622,8.756,7.375,3.406,1.768,7.72,0.545,1.662,0.554,2.22,20.002,1.582,3.57,0.102,1.99,3.525,0.626,0.577
2019-03-11,3.917,2.102,2.125,11.909,3.056,1.695,0.226,0.566,7.847,3.778,2.891,0.747,8.684,6.051,1.775,2.097,8.192,3.04,2.106,0.278,7.167,3.75,2.408,2.656,0.619,3.259,0.537,1.213,0.324,5.079,1.026,1.648,9.271,8.499,3.565,1.87,8.351,0.574,1.741,0.581,2.609,21.02,1.643,3.83,0.101,2.042,4.091,0.718,0.584
2019-03-12,4.039,2.131,2.112,12.129,2.971,1.777,0.253,0.583,7.765,4.008,2.871,0.747,8.656,6.16,1.718,2.137,8.393,3.268,2.274,0.292,7.509,3.656,2.407,2.728,0.587,3.475,0.524,1.183,0.336,5.419,1.017,1.66,9.796,8.812,3.557,1.892,8.78,0.592,1.806,0.573,2.632,21.227,1.628,4.077,0.112,2.055,4.164,0.756,0.577
2019-03-13,4.028,2.035,2.017,12.319,3.015,1.765,0.25,0.585,7.604,3.978,2.668,0.758,7.718,5.711,1.533,1.978,8.368,3.255,2.26,0.291,7.031,3.28,2.083,2.713,0.587,3.548,0.517,1.092,0.333,5.435,1.078,1.676,9.76,8.343,3.457,1.906,8.691,0.59,1.776,0.556,2.456,21.065,1.661,4.067,0.108,2.048,3.756,0.713,0.578
2019-03-14,4.053,2.052,1.963,12.388,3.386,1.697,0.215,0.579,7.828,3.788,2.64,0.774,6.884,5.195,1.699,1.797,8.449,3.079,2.065,0.287,6.541,3.27,2.014,2.785,0.608,3.396,0.509,1.134,0.33,5.044,1.137,1.723,9.124,7.512,3.578,1.917,8.291,0.583,1.766,0.559,2.256,21.261,1.729,3.891,0.102,2.055,3.658,0.641,0.6
2019-03-15,3.997,2.222,2.017,12.054,3.409,1.612,0.165,0.554,7.826,3.678,2.797,0.752,8.172,5.866,1.786,2.682,8.409,2.871,1.761,0.277,6.718,3.474,2.391,2.737,0.605,3.074,0.522,1.179,0.322,4.586,1.125,1.692,8.437,7.781,3.68,1.852,7.688,0.564,1.708,0.582,2.481,21.436,1.712,3.596,0.096,2.002,3.856,0.608,0.611
2019-03-16,3.877,2.104,2.107,11.248,3.098,1.559,0.208,0.536,7.472,3.939,2.671,0.706,8.063,5.841,1.656,2.079,7.989,2.803,1.964,0.264,6.899,3.493,2.261,2.624,0.568,3.24,0.507,1.124,0.306,4.641,1.08,1.631,8.547,8.189,3.497,1.729,7.852,0.537,1.703,0.557,2.683,20.788,1.593,3.702,0.097,1.91,3.823,0.694,0.58
2019-03-17,3.724,1.961,2.174,10.364,2.92,1.625,0.228,0.533,7.275,3.845,2.555,0.678,7.738,5.533,1.602,1.923,7.695,2.982,2.064,0.272,6.724,3.332,2.135,2.514,0.555,3.289,0.492,1.09,0.309,4.894,1.036,1.581,9.004,7.992,3.361,1.66,7.946,0.545,1.732,0.548,2.585,20.314,1.513,3.744,0.103,1.849,3.748,0.682,0.563
2019-03-18,4.003,2.094,2.302,10.89,3.083,1.735,0.238,0.57,7.512,4.132,2.758,0.696,8.221,6.006,1.683,2.144,8.253,3.194,2.173,0.291,7.096,3.506,2.272,2.695,0.582,3.564,0.517,1.146,0.331,5.227,1.04,1.598,9.624,8.592,3.501,1.753,8.435,0.582,1.818,0.575,2.804,21.293,1.568,3.993,0.109,1.878,3.907,0.728,0.577
2019-03-19,4.108,2.165,2.338,11.357,3.124,1.733,0.247,0.58,7.082,4.327,2.745,0.706,8.319,5.98,1.68,2.12,8.441,3.186,2.242,0.293,7.116,3.514,2.305,2.764,0.566,3.684,0.513,1.139,0.334,5.294,1.041,1.616,9.597,8.554,3.549,1.803,8.555,0.586,1.868,0.57,2.781,21.466,1.58,4.098,0.109,1.896,3.965,0.74,0.584
2019-03-20,4.121,2.129,2.291,11.74,3.123,1.704,0.238,0.58,7.263,4.322,2.695,0.695,8.109,5.889,1.662,2.069,8.415,3.113,2.189,0.288,6.917,3.449,2.166,2.774,0.547,3.701,0.508,1.126,0.329,5.218,1.031,1.616,9.373,8.275,3.541,1.779,8.431,0.58,1.835,0.568,2.708,21.27,1.565,4.056,0.105,1.857,3.823,0.706,0.578
2019-03-21,4.145,2.18,2.187,12.288,3.02,1.697,0.228,0.58,7.146,4.29,2.753,0.69,8.14,5.84,1.707,2.048,8.463,3.055,2.141,0.285,6.778,3.388,2.318,2.795,0.543,3.594,0.514,1.127,0.329,5.093,1.043,1.672,9.099,8.017,3.615,1.819,8.388,0.581,1.844,0.569,2.695,21.449,1.562,4.019,0.101,1.889,3.864,0.702,0.572
2019-03-22,4.074,2.137,2.086,12.135,2.994,1.678,0.218,0.568,6.812,4.167,2.743,0.679,8.257,5.958,1.616,2.816,8.406,3.044,2.067,0.282,7.096,3.412,2.197,2.747,0.55,3.499,0.513,1.083,0.327,4.92,1.04,1.668,9.026,8.407,3.547,1.821,8.241,0.575,1.811,0.567,2.72,21.15,1.581,3.938,0.101,1.888,3.9,0.715,0.57
2019-03-23,3.823,1.96,2.135,11.354,2.893,1.65,0.234,0.547,6.521,3.875,2.55,0.658,7.862,5.681,1.534,2.0,7.92,2.979,2.116,0.265,6.813,3.313,2.073,2.575,0.526,3.308,0.492,1.041,0.31,5.024,1.032,1.611,9.271,8.195,3.374,1.717,8.191,0.55,1.711,0.54,2.529,20.349,1.503,3.827,0.101,1.847,3.713,0.711,0.553
2019-03-24,3.642,1.87,2.196,10.822,2.799,1.602,0.209,0.527,7.286,3.607,2.389,0.65,7.182,5.251,1.471,1.803,7.64,2.916,1.953,0.266,6.231,3.093,1.85,2.466,0.532,3.091,0.481,1.006,0.306,4.722,0.982,1.589,8.76,7.488,3.248,1.672,7.652,0.54,1.673,0.513,2.346,20.033,1.477,3.61,0.099,1.84,3.472,0.623,0.54
2019-03-25,3.905,2.021,2.327,11.273,2.95,1.671,0.211,0.561,7.668,3.76,2.656,0.687,7.886,5.63,1.602,1.896,8.183,3.037,2.019,0.286,6.866,3.455,2.083,2.64,0.561,3.177,0.522,1.1,0.326,4.913,1.004,1.605,9.139,8.028,3.471,1.764,8.077,0.57,1.733,0.56,2.383,21.005,1.566,3.749,0.107,1.895,3.881,0.655,0.559
2019-03-26,4.046,2.144,2.418,11.554,2.923,1.748,0.231,0.575,7.701,3.93,2.699,0.69,8.3,6.049,1.625,2.109,8.413,3.226,2.145,0.293,7.126,3.51,2.245,2.748,0.539,3.449,0.515,1.083,0.335,5.221,0.987,1.614,9.627,8.631,3.562,1.845,8.49,0.587,1.793,0.564,2.609,21.253,1.505,3.988,0.111,1.938,3.907,0.725,0.559
2019-03-27,4.097,2.127,2.403,11.621,2.71,1.738,0.243,0.582,7.385,4.176,2.6,0.682,7.995,5.903,1.537,2.117,8.415,3.185,2.218,0.29,6.876,3.272,2.141,2.781,0.542,3.686,0.501,1.002,0.331,5.359,0.944,1.604,9.602,8.504,3.5,1.831,8.547,0.584,1.829,0.541,2.732,21.122,1.453,4.079,0.106,1.943,3.75,0.716,0.546
2019-03-28,4.123,2.057,2.359,11.93,2.751,1.719,0.23,0.584,7.53,4.257,2.566,0.686,7.247,5.658,1.493,1.967,8.446,3.102,2.155,0.286,6.485,3.312,1.955,2.771,0.563,3.642,0.504,1.07,0.331,5.236,0.942,1.645,9.347,8.108,3.455,1.855,8.38,0.586,1.841,0.555,2.556,21.26,1.491,4.032,0.103,1.933,3.649,0.669,0.555
2019-03-29,4.0,2.009,2.25,11.869,2.975,1.637,0.194,0.564,7.538,3.96,2.666,0.696,7.552,5.423,1.626,2.496,8.378,2.876,1.93,0.276,6.394,3.415,1.971,2.707,0.57,3.305,0.514,1.123,0.321,4.789,0.974,1.648,8.731,7.531,3.416,1.81,7.816,0.566,1.763,0.556,2.361,21.022,1.583,3.756,0.096,1.909,3.808,0.622,0.573
2019-03-30,3.761,1.942,2.204,11.184,3.031,1.501,0.16,0.523,7.332,3.58,2.57,0.674,7.503,5.228,1.677,1.72,7.892,2.698,1.687,0.264,6.354,3.276,2.05,2.54,0.545,2.966,0.499,1.108,0.304,4.277,1.022,1.614,8.048,6.958,3.453,1.7,7.137,0.526,1.645,0.545,2.159,20.316,1.55,3.426,0.093,1.836,3.633,0.559,0.568
2019-03-31,3.693,2.075,2.238,10.347,2.936,1.462,0.169,0.512,7.344,3.562,2.551,0.65,7.894,5.662,1.7,1.943,7.695,2.502,1.717,0.253,6.666,3.225,2.289,2.514,0.533,2.955,0.482,1.102,0.294,4.201,1.039,1.578,7.95,7.992,3.483,1.607,7.224,0.511,1.644,0.529,2.555,20.472,1.514,3.43,0.087,1.779,3.652,0.63,0.552
2019-04-01,3.297,1.832,2.146,8.888,2.211,1.484,0.164,0.401,7.808,4.189,2.173,0.484,6.265,4.877,1.21,1.664,8.709,2.196,1.349,0.204,5.527,2.87,1.545,2.625,0.396,2.888,0.425,0.861,0.286,3.978,0.998,1.313,6.609,6.757,3.111,1.221,5.732,0.48,1.744,0.456,1.97,19.318,0.992,3.119,0.082,1.42,3.174,0.548,0.455
2019-04-02,3.326,1.807,2.197,9.346,2.179,1.49,0.162,0.407,7.861,4.202,2.187,0.491,5.974,4.735,1.183,1.567,8.886,2.206,1.35,0.205,5.338,2.942,1.478,2.656,0.391,2.924,0.429,0.865,0.287,4.063,0.946,1.32,6.595,6.442,3.104,1.268,5.733,0.485,1.771,0.462,1.812,19.377,0.971,3.137,0.079,1.437,3.141,0.519,0.459
2019-04-03,3.33,1.719,2.092,9.682,2.13,1.418,0.147,0.402,7.688,4.058,2.156,0.488,5.85,4.549,1.135,1.51,8.813,2.096,1.27,0.201,5.226,2.965,1.365,2.648,0.383,2.755,0.435,0.841,0.283,3.811,0.914,1.332,6.22,6.192,3.033,1.272,5.567,0.474,1.687,0.46,1.752,19.021,0.979,3.025,0.076,1.443,3.135,0.494,0.451
2019-04-04,3.35,1.733,2.131,9.784,2.128,1.472,0.14,0.406,7.887,3.983,2.144,0.488,5.843,4.476,1.087,1.438,8.847,2.189,1.24,0.208,5.354,2.921,1.334,2.679,0.375,2.621,0.432,0.833,0.29,3.93,0.944,1.343,6.485,6.17,3.005,1.285,5.631,0.485,1.669,0.454,1.687,19.103,0.967,2.986,0.081,1.478,3.181,0.474,0.451
2019-04-05,3.248,1.704,2.054,9.643,2.032,1.481,0.143,0.4,8.088,3.758,2.076,0.477,5.756,4.457,1.081,1.895,8.801,2.215,1.245,0.207,5.355,2.774,1.298,2.588,0.371,2.582,0.418,0.799,0.287,3.989,0.911,1.339,6.527,5.862,2.993,1.26,5.59,0.483,1.658,0.44,1.574,18.976,0.926,2.946,0.08,1.444,3.08,0.469,0.445
2019-04-06,3.059,1.583,2.053,9.146,1.92,1.324,0.121,0.372,7.812,3.528,1.896,0.471,5.241,4.095,0.992,1.285,8.322,1.948,1.103,0.189,4.708,2.542,1.18,2.461,0.36,2.332,0.404,0.721,0.265,3.45,0.898,1.313,5.719,5.223,2.843,1.211,5.03,0.443,1.55,0.408,1.437,18.259,0.917,2.707,0.07,1.431,2.828,0.421,0.429
2019-04-07,2.964,1.476,2.139,8.387,1.883,1.29,0.11,0.362,7.848,3.239,1.797,0.458,4.796,3.816,0.935,1.204,8.043,1.864,1.033,0.185,4.379,2.384,1.032,2.389,0.364,2.232,0.387,0.7,0.259,3.326,0.868,1.273,5.563,5.011,2.754,1.145,4.74,0.433,1.513,0.394,1.34,17.964,0.896,2.601,0.068,1.398,2.682,0.394,0.425
2019-04-08,3.188,1.583,2.317,8.645,1.938,1.379,0.101,0.382,8.225,3.528,1.945,0.465,4.926,3.934,0.991,1.278,8.614,2.061,1.016,0.204,4.491,2.608,1.102,2.554,0.377,2.352,0.405,0.746,0.282,3.35,0.873,1.277,5.649,5.045,2.897,1.221,4.913,0.468,1.599,0.416,1.471,18.861,0.898,2.683,0.076,1.45,2.795,0.405,0.432
2019-04-09,3.263,1.615,2.393,9.206,1.927,1.424,0.1,0.387,8.2,3.564,2.031,0.482,5.242,4.24,1.007,1.296,8.826,2.183,1.02,0.207,4.846,2.783,1.193,2.61,0.375,2.322,0.424,0.769,0.288,3.465,0.858,1.301,5.88,5.506,2.963,1.29,5.062,0.481,1.611,0.434,1.434,19.207,0.896,2.713,0.077,1.471,2.93,0.418,0.434
2019-04-10,3.288,1.6,2.108,9.668,2.055,1.432,0.127,0.396,8.019,3.61,2.139,0.511,5.833,4.461,0.976,1.409,8.809,2.15,1.165,0.204,5.181,2.872,1.186,2.645,0.388,2.418,0.435,0.801,0.286,3.715,0.878,1.351,6.209,5.961,2.959,1.315,5.398,0.477,1.587,0.458,1.515,19.138,1.016,2.855,0.079,1.502,3.166,0.464,0.453
2019-04-11,3.348,1.617,2.013,9.632,2.457,1.476,0.141,0.406,8.118,3.649,2.174,0.514,5.752,4.342,1.087,1.331,8.865,2.199,1.246,0.208,5.401,2.963,1.127,2.687,0.401,2.502,0.433,0.872,0.291,3.94,0.997,1.373,6.473,5.814,2.985,1.308,5.557,0.485,1.622,0.472,1.426,19.214,1.038,2.951,0.08,1.502,3.235,0.451,0.484
2019-04-12,3.26,1.719,2.02,9.608,2.399,1.406,0.124,0.392,8.201,3.529,2.217,0.507,5.549,4.157,1.232,1.742,8.809,2.124,1.147,0.203,4.926,2.918,1.413,2.604,0.403,2.366,0.43,0.914,0.284,3.58,0.987,1.359,5.953,5.14,3.119,1.278,5.195,0.474,1.595,0.474,1.442,18.857,1.024,2.826,0.075,1.478,3.149,0.416,0.483
2019-04-13,3.071,1.662,1.997,9.002,2.198,1.233,0.095,0.363,8.013,3.34,2.099,0.481,5.591,4.253,1.146,1.321,8.331,1.766,0.962,0.184,4.86,2.807,1.36,2.446,0.379,2.17,0.408,0.852,0.258,3.068,0.969,1.32,5.19,5.346,2.962,1.215,4.661,0.431,1.513,0.457,1.477,18.145,0.982,2.56,0.062,1.44,3.02,0.395,0.461
2019-04-14,2.968,1.646,2.11,8.414,2.049,1.227,0.093,0.354,8.015,3.194,2.026,0.46,5.574,4.15,1.104,1.216,8.004,1.742,0.939,0.182,4.902,2.702,1.372,2.357,0.372,2.071,0.4,0.819,0.255,3.03,0.923,1.272,5.289,5.281,2.92,1.185,4.591,0.423,1.504,0.443,1.409,18.104,0.922,2.494,0.065,1.425,2.927,0.376,0.439
2019-04-15,3.253,1.715,2.228,9.188,1.996,1.304,0.113,0.383,8.143,3.881,2.111,0.486,6.01,4.61,1.081,1.535,8.63,1.887,1.08,0.195,5.247,2.803,1.416,2.583,0.393,2.446,0.413,0.792,0.275,3.309,0.886,1.293,5.65,5.971,2.964,1.276,5.105,0.452,1.627,0.449,1.793,18.83,0.941,2.769,0.069,1.485,3.091,0.476,0.442
2019-04-16,3.275,1.671,2.16,9.651,1.984,1.425,0.139,0.399,7.907,3.909,2.004,0.491,5.542,4.374,0.99,1.421,8.802,2.08,1.228,0.201,5.211,2.723,1.197,2.601,0.383,2.652,0.413,0.77,0.284,3.763,0.874,1.333,6.21,5.912,2.954,1.296,5.477,0.475,1.677,0.449,1.618,19.004,0.962,2.972,0.077,1.491,2.988,0.484,0.441
2019-04-17,3.267,1.628,2.05,9.582,2.024,1.37,0.123,0.397,7.891,3.732,1.957,0.492,5.258,4.061,0.949,1.332,8.781,2.052,1.145,0.2,4.951,2.67,1.101,2.608,0.377,2.451,0.41,0.742,0.281,3.605,0.911,1.337,5.9,5.375,2.95,1.272,5.246,0.467,1.595,0.442,1.51,19.086,0.981,2.812,0.074,1.464,2.996,0.424,0.44
2019-04-18,3.332,1.648,2.192,9.218,2.113,1.425,0.109,0.395,8.13,3.642,2.09,0.479,5.227,4.045,1.08,1.285,8.875,2.109,1.077,0.201,4.652,2.724,1.235,2.664,0.374,2.387,0.413,0.822,0.285,3.575,0.935,1.326,5.912,5.149,2.987,1.239,5.111,0.479,1.616,0.445,1.456,19.235,0.958,2.77,0.073,1.436,2.985,0.389,0.449
2019-04-19,3.265,1.765,2.304,8.908,2.047,1.297,0.081,0.384,8.299,3.587,2.102,0.447,5.878,4.615,1.127,1.912,8.801,1.819,0.929,0.192,5.136,2.692,1.391,2.622,0.352,2.313,0.404,0.815,0.271,3.189,0.897,1.314,5.378,5.508,3.049,1.21,4.843,0.454,1.596,0.437,1.608,18.868,0.91,2.685,0.065,1.398,3.032,0.407,0.438
2019-04-20,3.166,1.64,2.28,8.833,1.815,1.21,0.088,0.362,7.609,3.982,1.931,0.43,5.443,4.39,1.03,1.498,8.326,1.681,0.929,0.181,4.901,2.443,1.277,2.496,0.339,2.412,0.375,0.736,0.252,3.04,0.84,1.285,5.244,5.679,2.882,1.185,4.627,0.425,1.599,0.395,1.77,18.224,0.842,2.592,0.062,1.39,2.807,0.422,0.411
2019-04-21,2.993,1.506,2.186,8.624,1.779,1.22,0.11,0.358,7.445,3.636,1.759,0.447,4.962,4.016,0.914,1.341,8.002,1.702,1.03,0.179,4.444,2.249,1.088,2.362,0.359,2.41,0.368,0.673,0.251,3.117,0.829,1.27,5.25,5.381,2.756,1.159,4.768,0.422,1.593,0.381,1.603,17.94,0.877,2.654,0.058,1.367,2.603,0.45,0.412
2019-04-22,3.168,1.588,2.217,9.035,2.064,1.318,0.115,0.385,7.796,3.697,1.865,0.463,4.845,4.038,0.939,1.333,8.592,1.913,1.089,0.191,4.587,2.585,1.013,2.531,0.372,2.523,0.387,0.745,0.271,3.43,0.872,1.297,5.668,5.491,2.903,1.229,5.102,0.458,1.633,0.416,1.532,18.937,0.941,2.801,0.065,1.423,2.722,0.451,0.441
2019-04-23,3.265,1.615,2.223,8.952,2.094,1.31,0.107,0.388,7.955,3.585,2.038,0.456,5.11,4.071,1.074,1.235,8.816,1.973,1.057,0.198,4.674,2.65,1.199,2.604,0.353,2.37,0.39,0.794,0.277,3.309,0.91,1.303,5.5,5.204,2.955,1.252,5.001,0.465,1.612,0.422,1.394,19.197,0.924,2.756,0.067,1.45,2.886,0.411,0.438
2019-04-24,3.289,1.612,2.24,8.873,1.964,1.326,0.103,0.389,7.909,3.583,2.006,0.451,5.472,4.342,1.058,1.341,8.799,1.952,1.038,0.199,4.977,2.529,1.221,2.641,0.351,2.25,0.381,0.769,0.278,3.317,0.907,1.307,5.65,5.712,2.989,1.265,5.098,0.46,1.579,0.408,1.394,18.958,0.9,2.713,0.07,1.461,2.912,0.428,0.424
2019-04-25,3.317,1.633,2.362,8.968,1.99,1.386,0.117,0.398,8.076,3.654,1.994,0.469,5.233,4.146,1.039,1.289,8.876,2.036,1.12,0.201,4.846,2.464,1.205,2.663,0.37,2.279,0.393,0.761,0.282,3.611,0.875,1.34,5.956,5.52,2.965,1.254,5.273,0.472,1.609,0.411,1.449,19.135,0.888,2.787,0.073,1.448,2.864,0.426,0.436
2019-04-26,3.237,1.645,2.379,8.893,1.961,1.369,0.102,0.386,8.091,3.606,2.042,0.45,5.35,4.188,1.053,1.809,8.81,2.029,1.028,0.198,4.792,2.606,1.248,2.595,0.367,2.313,0.401,0.782,0.281,3.41,0.854,1.335,5.698,5.409,2.952,1.241,5.001,0.467,1.595,0.428,1.502,19.013,0.866,2.714,0.071,1.42,2.906,0.43,0.435
2019-04-27,3.08,1.536,2.331,8.592,1.846,1.296,0.122,0.371,7.785,3.571,1.994,0.455,5.512,4.225,0.966,1.353,8.305,1.869,1.107,0.185,4.895,2.555,1.159,2.439,0.362,2.352,0.383,0.758,0.263,3.378,0.821,1.298,5.642,5.582,2.823,1.198,5.079,0.436,1.541,0.42,1.523,18.345,0.872,2.712,0.069,1.418,2.911,0.453,0.425
2019-04-28,2.946,1.517,2.301,8.261,1.77,1.325,0.117,0.361,7.791,3.299,1.995,0.467,5.517,4.089,1.064,1.256,8.02,1.924,1.068,0.184,4.679,2.479,1.259,2.36,0.383,2.159,0.381,0.791,0.261,3.455,0.801,1.267,5.786,5.396,2.78,1.174,5.012,0.438,1.512,0.416,1.411,18.107,0.853,2.6,0.07,1.408,2.805,0.424,0.419
2019-04-29,3.203,1.59,2.342,8.982,2.081,1.402,0.137,0.392,8.146,3.479,2.056,0.493,5.615,4.326,1.023,1.36,8.642,2.038,1.205,0.198,5.088,2.657,1.209,2.576,0.412,2.432,0.406,0.793,0.279,3.733,0.84,1.28,6.173,5.727,2.905,1.234,5.379,0.467,1.6,0.432,1.479,19.077,0.951,2.881,0.075,1.444,3.019,0.455,0.457
2019-04-30,3.298,1.582,2.144,9.569,2.194,1.403,0.108,0.389,8.263,3.515,2.114,0.502,5.621,4.207,1.087,1.156,8.874,2.055,1.062,0.199,5.064,2.749,1.159,2.672,0.402,2.288,0.417,0.834,0.282,3.548,0.882,1.327,5.965,5.5,2.96,1.275,5.19,0.472,1.607,0.445,1.264,19.431,0.953,2.73,0.074,1.47,3.065,0.411,0.46
2019-05-01,3.765,1.68,1.888,9.358,1.967,1.212,0.112,0.383,9.018,3.714,2.085,0.398,4.38,3.983,1.179,1.2,8.883,1.561,1.201,0.192,3.858,2.135,1.258,2.841,0.343,2.387,0.394,0.919,0.13,3.105,0.832,1.247,4.846,4.596,2.857,0.68,5.573,0.415,1.678,0.402,1.691,20.288,1.183,2.551,0.053,1.008,2.332,0.354,0.461
2019-05-02,3.816,1.721,1.959,9.229,2.014,1.188,0.074,0.383,9.158,3.747,2.043,0.387,4.514,3.98,1.178,1.262,8.94,1.565,0.999,0.194,3.892,2.11,1.333,2.871,0.337,2.437,0.391,0.907,0.132,2.903,0.846,1.254,4.653,4.549,2.877,0.692,5.371,0.418,1.712,0.399,1.734,20.406,1.163,2.527,0.052,1.021,2.336,0.362,0.461
2019-05-03,3.731,1.73,1.965,8.954,1.911,1.207,0.073,0.376,9.097,3.666,2.014,0.374,4.573,4.089,1.172,1.693,8.878,1.564,0.984,0.19,3.903,2.047,1.401,2.803,0.329,2.414,0.382,0.871,0.13,2.996,0.831,1.225,4.73,4.646,2.861,0.673,5.366,0.416,1.696,0.385,1.758,20.13,1.097,2.491,0.051,0.997,2.271,0.371,0.451
2019-05-04,3.514,1.627,1.982,8.514,1.752,1.082,0.059,0.355,8.858,3.451,1.869,0.346,4.29,3.984,1.106,1.32,8.372,1.41,0.876,0.178,3.692,1.859,1.3,2.621,0.305,2.191,0.364,0.814,0.121,2.692,0.81,1.204,4.317,4.73,2.762,0.621,5.032,0.384,1.604,0.359,1.766,19.338,1.028,2.348,0.046,0.941,2.095,0.408,0.425
2019-05-05,3.353,1.59,2.006,8.212,1.653,1.07,0.098,0.346,8.864,3.355,1.754,0.33,3.952,3.828,1.046,1.3,8.066,1.379,1.071,0.173,3.428,1.814,1.238,2.486,0.314,2.139,0.361,0.766,0.119,2.686,0.77,1.187,4.272,4.619,2.676,0.59,5.009,0.378,1.597,0.355,1.821,19.082,0.976,2.352,0.044,0.906,1.959,0.421,0.411
2019-05-06,3.613,1.674,1.993,8.904,1.761,1.146,0.11,0.375,9.225,3.684,1.897,0.343,4.025,3.949,1.07,1.397,8.688,1.483,1.174,0.184,3.594,1.977,1.249,2.703,0.334,2.467,0.383,0.839,0.126,2.894,0.783,1.198,4.522,4.767,2.821,0.631,5.339,0.407,1.697,0.383,1.974,20.115,1.013,2.567,0.046,0.933,2.143,0.447,0.428
2019-05-07,3.739,1.681,1.896,9.251,1.874,1.167,0.105,0.38,9.211,3.714,1.997,0.353,4.531,4.105,1.091,1.323,8.908,1.474,1.153,0.185,3.936,2.07,1.189,2.818,0.323,2.487,0.388,0.89,0.127,2.918,0.8,1.221,4.618,4.756,2.883,0.652,5.34,0.411,1.71,0.393,1.806,20.298,1.049,2.58,0.047,0.949,2.271,0.429,0.437
2019-05-08,3.776,1.68,1.899,9.173,1.95,1.146,0.105,0.381,9.056,3.689,2.028,0.361,4.408,4.098,1.093,1.237,8.878,1.459,1.16,0.188,3.969,2.078,1.196,2.843,0.321,2.438,0.383,0.896,0.128,2.901,0.846,1.213,4.604,4.878,2.863,0.657,5.452,0.406,1.679,0.394,1.686,20.131,1.086,2.576,0.051,0.947,2.302,0.411,0.445
2019-05-09,3.81,1.733,1.957,9.172,2.092,1.21,0.108,0.386,9.174,3.75,2.065,0.368,3.991,3.635,1.252,1.273,8.947,1.535,1.18,0.192,3.681,2.174,1.37,2.852,0.329,2.49,0.39,0.928,0.131,3.1,0.887,1.231,4.804,4.582,2.968,0.638,5.565,0.417,1.714,0.399,1.803,20.308,1.123,2.594,0.051,0.93,2.245,0.373,0.459
2019-05-10,3.715,1.803,1.875,9.154,2.046,1.158,0.095,0.376,9.179,3.639,2.044,0.364,4.586,4.302,1.239,1.925,8.877,1.48,1.101,0.189,3.835,2.094,1.512,2.756,0.319,2.43,0.381,0.892,0.128,2.837,0.902,1.245,4.469,4.724,3.002,0.622,5.32,0.409,1.692,0.391,1.909,19.887,1.109,2.546,0.05,0.906,2.293,0.391,0.456
2019-05-11,3.513,1.727,1.843,8.622,1.848,1.069,0.106,0.356,8.903,3.442,1.901,0.332,4.334,4.193,1.159,1.414,8.37,1.33,1.127,0.175,3.775,1.913,1.44,2.612,0.295,2.252,0.357,0.833,0.119,2.665,0.873,1.201,4.287,4.867,2.836,0.583,5.172,0.377,1.605,0.367,1.878,19.149,1.035,2.444,0.046,0.853,2.129,0.44,0.428
2019-05-12,3.367,1.626,1.887,8.006,1.717,1.123,0.118,0.353,8.92,3.338,1.875,0.313,4.234,4.093,1.11,1.377,8.075,1.433,1.185,0.174,3.68,1.831,1.364,2.496,0.283,2.131,0.35,0.813,0.119,2.83,0.818,1.184,4.472,4.825,2.728,0.582,5.243,0.385,1.595,0.359,1.861,18.748,0.976,2.421,0.047,0.881,2.054,0.427,0.412
2019-05-13,3.599,1.71,1.986,8.515,1.716,1.21,0.141,0.382,9.281,3.685,1.978,0.321,4.483,4.31,1.137,1.54,8.668,1.523,1.354,0.186,3.896,1.947,1.443,2.668,0.289,2.458,0.358,0.847,0.128,3.16,0.825,1.217,4.916,5.185,2.809,0.636,5.774,0.412,1.692,0.369,2.116,19.833,0.984,2.702,0.049,0.94,2.185,0.487,0.408
2019-05-14,3.69,1.728,2.088,8.865,1.693,1.253,0.139,0.388,9.223,3.918,1.97,0.328,4.408,4.34,1.067,1.519,8.877,1.612,1.351,0.192,3.857,1.919,1.356,2.726,0.287,2.692,0.36,0.799,0.132,3.234,0.803,1.239,5.046,5.193,2.879,0.667,5.843,0.423,1.729,0.362,2.13,20.254,0.967,2.756,0.053,0.971,2.161,0.504,0.409
2019-05-15,3.697,1.676,2.099,8.905,1.672,1.203,0.13,0.388,8.957,3.947,1.904,0.338,4.122,4.152,0.951,1.507,8.857,1.555,1.307,0.191,3.65,1.872,1.138,2.794,0.288,2.741,0.361,0.698,0.13,3.113,0.766,1.228,4.804,4.977,2.875,0.67,5.714,0.416,1.708,0.355,2.105,20.192,0.935,2.736,0.052,0.975,2.087,0.487,0.405
2019-05-16,3.794,1.664,2.073,9.317,1.571,1.152,0.111,0.385,9.059,3.795,1.653,0.353,3.952,4.065,0.91,1.445,8.936,1.479,1.199,0.191,3.622,1.826,0.942,2.873,0.305,2.643,0.368,0.628,0.129,2.936,0.758,1.238,4.617,4.867,2.898,0.666,5.515,0.409,1.72,0.347,1.915,20.421,0.977,2.658,0.05,0.957,2.09,0.463,0.407
